Driver,Team,LapNumber,LapTime,Position,Stint,TyreLife,Compound,FreshTyre,TrackStatus,PitInTime,PitOutTime,IsAccurate,TrackTemp,AirTemp,Humidity,Rainfall,Year,StartingPosition
RAI,Ferrari,17.0,81.985,4.0,171,19.0,SOFT,False,1,,,True,32.2,16.0,53.0,True,2018,4.0
VER,Red Bull Racing,17.0,82.115,5.0,172,19.0,SOFT,False,1,,,True,32.2,16.0,53.0,True,2018,5.0
RIC,Red Bull Racing,17.0,82.497,6.0,173,19.0,SOFT,False,1,,,True,32.2,16.0,53.0,True,2018,6.0
MAG,Haas F1 Team,17.0,83.027,7.0,173,20.0,SOFT,False,1,,,True,31.8,16.0,51.9,True,2018,7.0
SAI,Renault,17.0,83.52,8.0,174,20.0,SOFT,False,1,,,True,31.8,16.0,51.9,True,2018,9.0
LEC,Sauber,17.0,83.977,9.0,175,16.0,SOFT,True,1,,,True,31.8,16.0,51.9,True,2018,14.0
ALO,McLaren,17.0,84.023,10.0,175,19.0,SOFT,False,1,,,True,31.8,16.0,51.9,True,2018,8.0
OCO,Force India,17.0,84.246,11.0,176,16.0,SOFT,True,1,,,True,31.8,16.0,51.9,True,2018,13.0
STR,Williams,17.0,84.694,12.0,177,16.0,SOFT,True,1,,,True,31.8,16.0,51.9,True,2018,18.0
PER,Force India,17.0,84.545,13.0,178,16.0,SOFT,True,1,,,True,31.8,16.0,51.9,True,2018,15.0
VAN,McLaren,17.0,85.042,14.0,178,19.0,SOFT,False,1,,,True,31.8,16.0,51.9,True,2018,11.0
ERI,Sauber,17.0,84.738,15.0,179,16.0,MEDIUM,True,1,,,True,31.8,16.0,51.9,True,2018,17.0
SIR,Williams,17.0,84.526,16.0,180,16.0,MEDIUM,True,1,,,True,31.8,16.0,51.9,True,2018,19.0
HAR,Toro Rosso,17.0,84.194,17.0,181,16.0,MEDIUM,True,1,,,True,31.8,16.0,51.9,True,2018,20.0
HAM,Mercedes,18.0,81.328,1.0,181,19.0,SOFT,False,1,,,True,31.4,15.8,52.8,True,2018,1.0
BOT,Mercedes,18.0,81.485,2.0,181,20.0,SOFT,False,1,,,True,31.4,15.8,52.8,True,2018,2.0
RAI,Ferrari,18.0,82.169,3.0,182,20.0,SOFT,False,1,,,True,31.4,15.8,52.8,True,2018,4.0
VER,Red Bull Racing,18.0,82.294,4.0,183,20.0,SOFT,False,1,,,True,31.4,15.8,52.8,True,2018,5.0
RIC,Red Bull Racing,18.0,82.314,5.0,184,20.0,SOFT,False,1,,,True,31.4,15.8,52.8,True,2018,6.0
MAG,Haas F1 Team,18.0,83.077,6.0,184,21.0,SOFT,False,1,,,True,31.4,15.8,52.8,True,2018,7.0
VET,Ferrari,18.0,100.637,7.0,185,1.0,MEDIUM,True,1,,0 days 00:35:44.857000,False,31.4,15.8,52.8,True,2018,3.0
SAI,Renault,18.0,83.795,8.0,185,21.0,SOFT,False,1,,,True,31.4,15.8,52.8,True,2018,9.0
LEC,Sauber,18.0,84.176,9.0,186,17.0,SOFT,True,1,,,True,31.4,15.8,52.8,True,2018,14.0
ALO,McLaren,18.0,83.631,10.0,186,20.0,SOFT,False,1,,,True,31.4,15.8,52.8,True,2018,8.0
OCO,Force India,18.0,84.109,11.0,187,17.0,SOFT,True,1,,,True,31.4,15.8,52.8,True,2018,13.0
STR,Williams,18.0,84.34,12.0,188,17.0,SOFT,True,1,,,True,31.4,15.8,52.8,True,2018,18.0
PER,Force India,18.0,84.356,13.0,189,17.0,SOFT,True,1,,,True,31.4,15.8,52.8,True,2018,15.0
VAN,McLaren,18.0,84.299,14.0,189,20.0,SOFT,False,1,,,True,31.4,15.8,52.8,True,2018,11.0
ERI,Sauber,18.0,84.857,15.0,190,17.0,MEDIUM,True,1,,,True,31.4,15.8,52.8,True,2018,17.0
SIR,Williams,18.0,84.511,16.0,191,17.0,MEDIUM,True,1,,,True,31.4,15.8,52.8,True,2018,19.0
HAR,Toro Rosso,18.0,84.529,17.0,192,17.0,MEDIUM,True,1,,,True,31.4,15.8,52.8,True,2018,20.0
HAM,Mercedes,19.0,81.393,1.0,192,20.0,SOFT,False,1,,,True,31.1,15.9,52.8,True,2018,1.0
BOT,Mercedes,19.0,84.219,2.0,192,21.0,SOFT,False,1,0 days 00:38:06.393000,,False,31.1,15.9,52.8,True,2018,2.0
RAI,Ferrari,19.0,81.972,3.0,193,21.0,SOFT,False,1,,,True,31.1,15.9,52.8,True,2018,4.0
VER,Red Bull Racing,19.0,81.964,4.0,194,21.0,SOFT,False,1,,,True,31.1,15.9,52.8,True,2018,5.0
RIC,Red Bull Racing,19.0,82.283,5.0,195,21.0,SOFT,False,1,,,True,31.1,15.9,52.8,True,2018,6.0
MAG,Haas F1 Team,19.0,82.856,6.0,195,22.0,SOFT,False,1,,,True,31.1,15.9,52.8,True,2018,7.0
VET,Ferrari,19.0,82.334,7.0,196,2.0,MEDIUM,True,1,,,True,31.1,15.9,52.8,True,2018,3.0
SAI,Renault,19.0,83.699,8.0,196,22.0,SOFT,False,1,,,True,31.1,15.9,52.8,True,2018,9.0
LEC,Sauber,19.0,83.853,9.0,197,18.0,SOFT,True,1,,,True,30.8,15.8,53.5,True,2018,14.0
ALO,McLaren,19.0,83.553,10.0,197,21.0,SOFT,False,1,,,True,30.8,15.8,53.5,True,2018,8.0
OCO,Force India,19.0,83.893,11.0,198,18.0,SOFT,True,1,,,True,30.8,15.8,53.5,True,2018,13.0
STR,Williams,19.0,84.354,12.0,199,18.0,SOFT,True,1,,,True,30.8,15.8,53.5,True,2018,18.0
PER,Force India,19.0,84.569,13.0,200,18.0,SOFT,True,1,,,True,30.8,15.8,53.5,True,2018,15.0
VAN,McLaren,19.0,84.574,14.0,200,21.0,SOFT,False,1,,,True,30.8,15.8,53.5,True,2018,11.0
ERI,Sauber,19.0,84.891,15.0,201,18.0,MEDIUM,True,1,,,True,30.8,15.8,53.5,True,2018,17.0
SIR,Williams,19.0,84.764,16.0,202,18.0,MEDIUM,True,1,,,True,30.8,15.8,53.5,True,2018,19.0
HAR,Toro Rosso,19.0,84.758,17.0,203,18.0,MEDIUM,True,1,,,True,30.8,15.8,53.5,True,2018,20.0
HAM,Mercedes,20.0,81.334,1.0,203,21.0,SOFT,False,1,,,True,30.8,15.8,53.5,True,2018,1.0
RAI,Ferrari,20.0,81.993,2.0,203,22.0,SOFT,False,1,,,True,30.8,15.8,53.5,True,2018,4.0
VER,Red Bull Racing,20.0,81.924,3.0,204,22.0,SOFT,False,1,,,True,30.8,15.8,53.8,True,2018,5.0
RIC,Red Bull Racing,20.0,82.115,4.0,205,22.0,SOFT,False,1,,,True,30.8,15.8,53.8,True,2018,6.0
VET,Ferrari,20.0,81.421,5.0,206,3.0,MEDIUM,True,1,,,True,30.8,15.8,53.8,True,2018,3.0
MAG,Haas F1 Team,20.0,84.524,6.0,206,23.0,SOFT,False,1,,,True,30.8,15.8,53.8,True,2018,7.0
BOT,Mercedes,20.0,103.642,7.0,207,1.0,MEDIUM,True,1,,0 days 00:38:29.615000,False,30.8,15.8,53.8,True,2018,2.0
SAI,Renault,20.0,83.757,8.0,207,23.0,SOFT,False,1,,,True,30.8,15.8,53.8,True,2018,9.0
ALO,McLaren,20.0,83.646,9.0,208,22.0,SOFT,False,1,,,True,30.8,15.8,53.8,True,2018,8.0
LEC,Sauber,20.0,87.17,10.0,209,19.0,SOFT,True,1,0 days 00:40:02.878000,,False,30.8,15.8,53.8,True,2018,14.0
OCO,Force India,20.0,83.557,11.0,210,19.0,SOFT,True,1,,,True,30.8,15.8,53.8,True,2018,13.0
PER,Force India,20.0,84.102,12.0,211,19.0,SOFT,True,1,,,True,30.8,15.8,53.8,True,2018,15.0
VAN,McLaren,20.0,84.128,13.0,211,22.0,SOFT,False,1,,,True,30.8,15.8,53.8,True,2018,11.0
STR,Williams,20.0,87.849,14.0,212,19.0,SOFT,True,1,0 days 00:40:11.919000,,False,30.8,15.8,53.8,True,2018,18.0
ERI,Sauber,20.0,84.166,15.0,213,19.0,MEDIUM,True,1,,,True,30.8,15.8,53.8,True,2018,17.0
SIR,Williams,20.0,84.379,16.0,214,19.0,MEDIUM,True,1,,,True,30.8,15.8,53.8,True,2018,19.0
HAR,Toro Rosso,20.0,84.331,17.0,215,19.0,MEDIUM,True,1,,,True,30.8,15.8,53.8,True,2018,20.0
HAM,Mercedes,21.0,81.157,1.0,215,22.0,SOFT,False,1,,,True,30.6,15.9,53.3,True,2018,1.0
RAI,Ferrari,21.0,81.963,2.0,215,23.0,SOFT,False,1,,,True,30.6,15.9,53.3,True,2018,4.0
VER,Red Bull Racing,21.0,81.709,3.0,216,23.0,SOFT,False,1,,,True,30.6,15.9,53.3,True,2018,5.0
RIC,Red Bull Racing,21.0,81.91,4.0,217,23.0,SOFT,False,1,,,True,30.6,15.9,53.3,True,2018,6.0
VET,Ferrari,21.0,81.623,5.0,218,4.0,MEDIUM,True,1,,,True,30.6,15.9,53.3,True,2018,3.0
BOT,Mercedes,21.0,80.402,6.0,219,2.0,MEDIUM,True,1,,,True,30.6,15.9,53.3,True,2018,2.0
MAG,Haas F1 Team,21.0,84.423,7.0,219,24.0,SOFT,False,1,,,True,30.6,15.9,53.3,True,2018,7.0
SAI,Renault,21.0,83.798,8.0,220,24.0,SOFT,False,1,,,True,30.6,15.9,53.3,True,2018,9.0
OCO,Force India,21.0,83.687,9.0,221,20.0,SOFT,True,1,,,True,30.6,15.9,53.3,True,2018,13.0
ALO,McLaren,21.0,86.572,10.0,221,23.0,SOFT,False,1,0 days 00:41:27.923000,,False,30.6,15.9,53.3,True,2018,8.0
PER,Force India,21.0,83.727,11.0,222,20.0,SOFT,True,1,,,True,30.3,15.8,53.4,True,2018,15.0
VAN,McLaren,21.0,83.906,12.0,222,23.0,SOFT,False,1,,,True,30.3,15.8,53.4,True,2018,11.0
ERI,Sauber,21.0,84.314,13.0,223,20.0,MEDIUM,True,1,,,True,30.3,15.8,53.4,True,2018,17.0
SIR,Williams,21.0,84.097,14.0,224,20.0,MEDIUM,True,1,,,True,30.3,15.8,53.4,True,2018,19.0
HAR,Toro Rosso,21.0,84.201,15.0,225,20.0,MEDIUM,True,1,,,True,30.3,15.8,53.4,True,2018,20.0
LEC,Sauber,21.0,101.964,16.0,226,1.0,MEDIUM,True,1,,0 days 00:40:24.840000,False,30.3,15.8,53.4,True,2018,14.0
STR,Williams,21.0,101.23,17.0,227,1.0,MEDIUM,True,1,,0 days 00:40:33.388000,False,30.3,15.8,53.4,True,2018,18.0
HAM,Mercedes,22.0,80.849,1.0,227,23.0,SOFT,False,1,,,True,30.3,15.8,53.4,True,2018,1.0
RAI,Ferrari,22.0,81.946,2.0,227,24.0,SOFT,False,1,,,True,30.3,15.8,53.4,True,2018,4.0
VER,Red Bull Racing,22.0,81.798,3.0,228,24.0,SOFT,False,1,,,True,30.3,15.8,53.4,True,2018,5.0
RIC,Red Bull Racing,22.0,82.311,4.0,229,24.0,SOFT,False,1,,,True,30.3,15.8,53.4,True,2018,6.0
VET,Ferrari,22.0,81.451,5.0,230,5.0,MEDIUM,True,1,,,True,30.3,15.8,53.4,True,2018,3.0
BOT,Mercedes,22.0,81.347,6.0,231,3.0,MEDIUM,True,1,,,True,29.7,15.7,52.8,False,2018,2.0
MAG,Haas F1 Team,22.0,82.842,7.0,231,25.0,SOFT,False,1,,,True,29.7,15.7,52.8,False,2018,7.0
SAI,Renault,22.0,83.708,8.0,232,25.0,SOFT,False,1,,,True,29.7,15.7,52.8,False,2018,9.0
OCO,Force India,22.0,83.405,9.0,233,21.0,SOFT,True,1,,,True,29.7,15.7,52.8,False,2018,13.0
PER,Force India,22.0,83.845,10.0,234,21.0,SOFT,True,1,,,True,29.7,15.7,52.8,False,2018,15.0
VAN,McLaren,22.0,84.27,11.0,234,24.0,SOFT,False,1,,,True,29.7,15.7,52.8,False,2018,11.0
ERI,Sauber,22.0,84.217,12.0,235,21.0,MEDIUM,True,1,,,True,29.7,15.7,52.8,False,2018,17.0
SIR,Williams,22.0,83.907,13.0,236,21.0,MEDIUM,True,1,,,True,29.7,15.7,52.8,False,2018,19.0
HAR,Toro Rosso,22.0,84.18,14.0,237,21.0,MEDIUM,True,1,,,True,29.7,15.7,52.8,False,2018,20.0
LEC,Sauber,22.0,83.03,15.0,238,2.0,MEDIUM,True,1,,,True,29.7,15.7,52.8,False,2018,14.0
ALO,McLaren,22.0,100.941,16.0,239,1.0,MEDIUM,True,1,,0 days 00:41:49.644000,False,29.7,15.7,52.8,False,2018,8.0
STR,Williams,22.0,83.28,17.0,239,2.0,MEDIUM,True,1,,,True,29.7,15.7,52.8,False,2018,18.0
HAM,Mercedes,23.0,81.045,1.0,239,24.0,SOFT,False,1,,,True,29.7,15.7,52.8,False,2018,1.0
RAI,Ferrari,23.0,81.531,2.0,239,25.0,SOFT,False,1,,,True,30.2,15.7,53.3,True,2018,4.0
VER,Red Bull Racing,23.0,81.909,3.0,240,25.0,SOFT,False,1,,,True,30.2,15.7,53.3,True,2018,5.0
RIC,Red Bull Racing,23.0,81.895,4.0,241,25.0,SOFT,False,1,,,True,30.2,15.7,53.3,True,2018,6.0
VET,Ferrari,23.0,81.226,5.0,242,6.0,MEDIUM,True,1,,,True,30.2,15.7,53.3,True,2018,3.0
BOT,Mercedes,23.0,81.182,6.0,243,4.0,MEDIUM,True,1,,,True,30.2,15.7,53.3,True,2018,2.0
MAG,Haas F1 Team,23.0,82.559,7.0,243,26.0,SOFT,False,1,,,True,30.2,15.7,53.3,True,2018,7.0
SAI,Renault,23.0,83.629,8.0,244,26.0,SOFT,False,1,,,True,30.2,15.7,53.3,True,2018,9.0
OCO,Force India,23.0,83.35,9.0,245,22.0,SOFT,True,1,,,True,30.2,15.7,53.3,True,2018,13.0
PER,Force India,23.0,83.835,10.0,246,22.0,SOFT,True,1,,,True,30.2,15.7,53.3,True,2018,15.0
VAN,McLaren,23.0,84.002,11.0,246,25.0,SOFT,False,1,,,True,30.2,15.7,53.3,True,2018,11.0
ERI,Sauber,23.0,83.899,12.0,247,22.0,MEDIUM,True,1,,,True,30.2,15.7,53.3,True,2018,17.0
SIR,Williams,23.0,84.358,13.0,248,22.0,MEDIUM,True,1,,,True,30.2,15.7,53.3,True,2018,19.0
HAR,Toro Rosso,23.0,83.837,14.0,249,22.0,MEDIUM,True,1,,,True,30.2,15.7,53.3,True,2018,20.0
LEC,Sauber,23.0,83.539,15.0,250,3.0,MEDIUM,True,1,,,True,30.2,15.7,53.3,True,2018,14.0
ALO,McLaren,23.0,82.945,16.0,251,2.0,MEDIUM,True,1,,,True,30.2,15.7,53.2,True,2018,8.0
STR,Williams,23.0,85.187,17.0,251,3.0,MEDIUM,True,1,,,True,30.2,15.7,53.2,True,2018,18.0
HAM,Mercedes,24.0,81.662,1.0,251,25.0,SOFT,False,1,,,True,30.2,15.7,53.2,True,2018,1.0
VER,Red Bull Racing,24.0,82.241,2.0,251,26.0,SOFT,False,1,,,True,30.2,15.7,53.2,True,2018,5.0
RAI,Ferrari,24.0,85.384,3.0,252,26.0,SOFT,False,1,,,True,30.2,15.7,53.2,True,2018,4.0
RIC,Red Bull Racing,24.0,81.96,4.0,253,26.0,SOFT,False,1,,,True,30.2,15.7,53.2,True,2018,6.0
VET,Ferrari,24.0,81.449,5.0,254,7.0,MEDIUM,True,1,,,True,30.2,15.7,53.2,True,2018,3.0
BOT,Mercedes,24.0,81.249,6.0,255,5.0,MEDIUM,True,1,,,True,30.2,15.7,53.2,True,2018,2.0
MAG,Haas F1 Team,24.0,82.911,7.0,255,27.0,SOFT,False,1,,,True,30.2,15.7,53.2,True,2018,7.0
SAI,Renault,24.0,83.814,8.0,256,27.0,SOFT,False,1,,,True,30.2,15.7,53.2,True,2018,9.0
OCO,Force India,24.0,83.46,9.0,257,23.0,SOFT,True,1,,,True,29.8,15.7,53.3,True,2018,13.0
PER,Force India,24.0,84.177,10.0,258,23.0,SOFT,True,1,,,True,29.8,15.7,53.3,True,2018,15.0
VAN,McLaren,24.0,84.013,11.0,258,26.0,SOFT,False,1,,,True,29.8,15.7,53.3,True,2018,11.0
ERI,Sauber,24.0,83.911,12.0,259,23.0,MEDIUM,True,1,,,True,29.8,15.7,53.3,True,2018,17.0
HAR,Toro Rosso,24.0,83.838,13.0,260,23.0,MEDIUM,True,1,,,True,29.8,15.7,53.3,True,2018,20.0
LEC,Sauber,24.0,83.536,14.0,261,4.0,MEDIUM,True,1,,,True,29.8,15.7,53.3,True,2018,14.0
ALO,McLaren,24.0,83.559,15.0,262,3.0,MEDIUM,True,1,,,True,29.8,15.7,53.3,True,2018,8.0
SIR,Williams,24.0,87.126,16.0,262,23.0,MEDIUM,True,1,0 days 00:45:56.035000,,False,29.8,15.7,53.3,True,2018,19.0
STR,Williams,24.0,83.537,17.0,263,4.0,MEDIUM,True,1,,,True,29.8,15.7,53.3,True,2018,18.0
HAM,Mercedes,25.0,84.565,1.0,263,26.0,SOFT,False,1,0 days 00:46:04.600000,,False,29.8,15.7,53.3,True,2018,1.0
VER,Red Bull Racing,25.0,81.29,2.0,263,27.0,SOFT,False,1,,,True,29.8,15.7,53.3,True,2018,5.0
RIC,Red Bull Racing,25.0,81.736,3.0,264,27.0,SOFT,False,1,,,True,29.8,15.7,53.3,True,2018,6.0
VET,Ferrari,25.0,81.235,4.0,265,8.0,MEDIUM,True,1,,,True,29.7,15.8,53.5,True,2018,3.0
BOT,Mercedes,25.0,81.347,5.0,266,6.0,MEDIUM,True,1,,,True,29.7,15.8,53.5,True,2018,2.0
MAG,Haas F1 Team,25.0,83.194,6.0,266,28.0,SOFT,False,1,,,True,29.7,15.8,53.5,True,2018,7.0
SAI,Renault,25.0,87.618,7.0,267,28.0,SOFT,False,1,0 days 00:46:56.933000,,False,29.7,15.8,53.5,True,2018,9.0
OCO,Force India,25.0,83.716,8.0,268,24.0,SOFT,True,1,,,True,29.7,15.8,53.5,True,2018,13.0
PER,Force India,25.0,84.624,9.0,269,24.0,SOFT,True,1,,,True,29.7,15.8,53.5,True,2018,15.0
VAN,McLaren,25.0,83.925,10.0,269,27.0,SOFT,False,1,,,True,29.7,15.8,53.5,True,2018,11.0
RAI,Ferrari,25.0,130.735,11.0,270,27.0,SOFT,False,1,0 days 00:47:11.743000,,False,29.7,15.8,53.5,True,2018,4.0
ERI,Sauber,25.0,83.472,12.0,271,24.0,MEDIUM,True,1,,,True,29.7,15.8,53.5,True,2018,17.0
LEC,Sauber,25.0,83.012,13.0,272,5.0,MEDIUM,True,1,,,True,29.7,15.8,53.5,True,2018,14.0
HAR,Toro Rosso,25.0,85.381,14.0,272,24.0,MEDIUM,True,1,,,True,29.7,15.8,53.5,True,2018,20.0
ALO,McLaren,25.0,84.482,15.0,273,4.0,MEDIUM,True,1,,,True,29.7,15.8,53.5,True,2018,8.0
STR,Williams,25.0,83.001,16.0,273,5.0,MEDIUM,True,1,,,True,29.7,15.8,53.5,True,2018,18.0
SIR,Williams,25.0,103.641,17.0,274,3.0,MEDIUM,False,1,,0 days 00:46:18.275000,False,29.6,15.8,53.2,True,2018,19.0
VER,Red Bull Racing,26.0,81.192,1.0,274,28.0,SOFT,False,1,,,True,29.6,15.8,53.2,True,2018,5.0
HAM,Mercedes,26.0,100.689,2.0,275,1.0,MEDIUM,True,1,,0 days 00:46:26.663000,False,29.6,15.8,53.2,True,2018,1.0
RIC,Red Bull Racing,26.0,82.592,3.0,275,28.0,SOFT,False,1,,,True,29.6,15.8,53.2,True,2018,6.0
VET,Ferrari,26.0,81.04,4.0,276,9.0,MEDIUM,True,1,,,True,29.6,15.8,53.2,True,2018,3.0
BOT,Mercedes,26.0,80.94,5.0,277,7.0,MEDIUM,True,1,,,True,29.6,15.8,53.2,True,2018,2.0
MAG,Haas F1 Team,26.0,83.129,6.0,277,29.0,SOFT,False,1,,,True,29.6,15.8,53.2,True,2018,7.0
OCO,Force India,26.0,83.34,7.0,278,25.0,SOFT,True,1,,,True,29.6,15.8,53.2,True,2018,13.0
VAN,McLaren,26.0,84.203,8.0,278,28.0,SOFT,False,1,,,True,29.4,15.8,54.1,True,2018,11.0
ERI,Sauber,26.0,83.741,9.0,279,25.0,MEDIUM,True,1,,,True,29.4,15.8,54.1,True,2018,17.0
SAI,Renault,26.0,101.99,10.0,280,1.0,MEDIUM,True,1,,0 days 00:47:19.307000,False,29.4,15.8,54.1,True,2018,9.0
PER,Force India,26.0,88.302,11.0,280,25.0,SOFT,True,1,0 days 00:48:38.968000,,False,29.4,15.8,54.1,True,2018,15.0
LEC,Sauber,26.0,82.962,12.0,281,6.0,MEDIUM,True,1,,,True,29.4,15.8,54.1,True,2018,14.0
ALO,McLaren,26.0,82.594,13.0,282,5.0,MEDIUM,True,1,,,True,29.4,15.8,54.1,True,2018,8.0
HAR,Toro Rosso,26.0,85.172,14.0,282,25.0,MEDIUM,True,1,,,True,29.4,15.8,54.1,True,2018,20.0
STR,Williams,26.0,83.139,15.0,283,6.0,MEDIUM,True,1,,,True,29.4,15.8,54.1,True,2018,18.0
SIR,Williams,26.0,82.97,16.0,284,4.0,MEDIUM,False,1,,,True,29.4,15.8,54.1,True,2018,19.0
VER,Red Bull Racing,27.0,81.37,1.0,284,29.0,SOFT,False,1,,,True,29.4,15.8,54.1,True,2018,5.0
HAM,Mercedes,27.0,80.131,2.0,285,2.0,MEDIUM,True,1,,,True,29.4,15.8,54.1,True,2018,1.0
RIC,Red Bull Racing,27.0,82.008,3.0,285,29.0,SOFT,False,1,,,True,29.4,15.8,54.1,True,2018,6.0
VET,Ferrari,27.0,80.864,4.0,286,10.0,MEDIUM,True,1,,,True,29.4,15.8,54.1,True,2018,3.0
BOT,Mercedes,27.0,80.857,5.0,287,8.0,MEDIUM,True,1,,,True,29.4,15.8,54.1,True,2018,2.0
MAG,Haas F1 Team,27.0,82.8,6.0,287,30.0,SOFT,False,1,,,True,29.3,15.8,53.7,True,2018,7.0
OCO,Force India,27.0,83.448,7.0,288,26.0,SOFT,True,1,,,True,29.3,15.8,53.7,True,2018,13.0
VAN,McLaren,27.0,83.269,8.0,288,29.0,SOFT,False,1,,,True,29.3,15.8,53.7,True,2018,11.0
ERI,Sauber,27.0,83.524,9.0,289,26.0,MEDIUM,True,1,,,True,29.3,15.8,53.7,True,2018,17.0
SAI,Renault,27.0,83.133,10.0,290,2.0,MEDIUM,True,1,,,True,29.3,15.8,53.7,True,2018,9.0
LEC,Sauber,27.0,83.047,11.0,290,7.0,MEDIUM,True,1,,,True,29.3,15.8,53.7,True,2018,14.0
ALO,McLaren,27.0,82.669,12.0,291,6.0,MEDIUM,True,1,,,True,29.3,15.8,53.7,True,2018,8.0
HAR,Toro Rosso,27.0,83.735,13.0,291,26.0,MEDIUM,True,1,,,True,29.3,15.8,53.7,True,2018,20.0
STR,Williams,27.0,83.0,14.0,292,7.0,MEDIUM,True,1,,,True,29.3,15.8,53.7,True,2018,18.0
PER,Force India,27.0,101.614,15.0,293,1.0,MEDIUM,True,1,,0 days 00:49:01.408000,False,29.3,15.8,53.7,True,2018,15.0
SIR,Williams,27.0,86.622,16.0,293,5.0,MEDIUM,False,1,,,True,29.3,15.8,53.7,True,2018,19.0
VER,Red Bull Racing,28.0,80.603,1.0,293,30.0,SOFT,False,1,,,True,29.3,15.8,53.7,True,2018,5.0
HAM,Mercedes,28.0,80.711,2.0,294,3.0,MEDIUM,True,1,,,True,29.3,15.8,53.7,True,2018,1.0
RIC,Red Bull Racing,28.0,82.041,3.0,294,30.0,SOFT,False,1,,,True,29.3,15.8,53.7,True,2018,6.0
VET,Ferrari,28.0,80.929,4.0,295,11.0,MEDIUM,True,1,,,True,29.6,15.9,53.3,True,2018,3.0
BOT,Mercedes,28.0,81.015,5.0,296,9.0,MEDIUM,True,1,,,True,29.6,15.9,53.3,True,2018,2.0
MAG,Haas F1 Team,28.0,82.587,6.0,296,31.0,SOFT,False,1,,,True,29.6,15.9,53.3,True,2018,7.0
OCO,Force India,28.0,83.585,7.0,297,27.0,SOFT,True,1,,,True,29.6,15.9,53.3,True,2018,13.0
VAN,McLaren,28.0,83.446,8.0,297,30.0,SOFT,False,1,,,True,29.6,15.9,53.3,True,2018,11.0
ERI,Sauber,28.0,84.56,9.0,298,27.0,MEDIUM,True,1,,,True,29.6,15.9,53.3,True,2018,17.0
SAI,Renault,28.0,84.557,10.0,299,3.0,MEDIUM,True,1,,,True,29.6,15.9,53.3,True,2018,9.0
LEC,Sauber,28.0,83.625,11.0,299,8.0,MEDIUM,True,1,,,True,29.6,15.9,53.3,True,2018,14.0
ALO,McLaren,28.0,82.876,12.0,300,7.0,MEDIUM,True,1,,,True,29.6,15.9,53.3,True,2018,8.0
HAR,Toro Rosso,28.0,83.475,13.0,300,27.0,MEDIUM,True,1,,,True,29.6,15.7,53.3,True,2018,20.0
STR,Williams,28.0,83.128,14.0,301,8.0,MEDIUM,True,1,,,True,29.6,15.7,53.3,True,2018,18.0
PER,Force India,28.0,82.245,15.0,302,2.0,MEDIUM,True,1,,,True,29.6,15.7,53.3,True,2018,15.0
SIR,Williams,28.0,85.144,16.0,302,6.0,MEDIUM,False,1,,,True,29.6,15.7,53.3,True,2018,19.0
VER,Red Bull Racing,29.0,81.396,1.0,302,31.0,SOFT,False,1,,,True,29.6,15.7,53.3,True,2018,5.0
HAM,Mercedes,29.0,80.713,2.0,303,4.0,MEDIUM,True,1,,,True,29.6,15.7,53.3,True,2018,1.0
RIC,Red Bull Racing,29.0,82.459,3.0,303,31.0,SOFT,False,1,,,True,29.6,15.7,53.3,True,2018,6.0
VET,Ferrari,29.0,81.419,4.0,304,12.0,MEDIUM,True,1,,,True,29.6,15.7,53.3,True,2018,3.0
BOT,Mercedes,29.0,81.319,5.0,305,10.0,MEDIUM,True,1,,,True,29.6,15.7,53.3,True,2018,2.0
MAG,Haas F1 Team,29.0,82.505,6.0,305,32.0,SOFT,False,1,,,True,29.6,15.7,53.3,True,2018,7.0
OCO,Force India,29.0,87.102,7.0,306,28.0,SOFT,True,1,0 days 00:52:39.016000,,False,29.1,15.7,53.3,True,2018,13.0
VAN,McLaren,29.0,83.392,8.0,306,31.0,SOFT,False,1,,,True,29.1,15.7,53.3,True,2018,11.0
ERI,Sauber,29.0,83.775,9.0,307,28.0,MEDIUM,True,1,,,True,29.1,15.7,53.3,True,2018,17.0
SAI,Renault,29.0,84.037,10.0,308,4.0,MEDIUM,True,1,,,True,29.1,15.7,53.3,True,2018,9.0
LEC,Sauber,29.0,84.207,11.0,308,9.0,MEDIUM,True,1,,,True,29.1,15.7,53.3,True,2018,14.0
ALO,McLaren,29.0,84.137,12.0,309,8.0,MEDIUM,True,1,,,True,29.1,15.7,53.3,True,2018,8.0
HAR,Toro Rosso,29.0,83.522,13.0,309,28.0,MEDIUM,True,1,,,True,29.1,15.7,53.3,True,2018,20.0
STR,Williams,29.0,83.177,14.0,310,9.0,MEDIUM,True,1,,,True,29.1,15.7,53.3,True,2018,18.0
PER,Force India,29.0,82.105,15.0,311,3.0,MEDIUM,True,1,,,True,29.1,15.7,53.3,True,2018,15.0
SIR,Williams,29.0,83.875,16.0,311,7.0,MEDIUM,False,1,,,True,29.1,15.7,53.3,True,2018,19.0
VER,Red Bull Racing,30.0,81.372,1.0,311,32.0,SOFT,False,1,,,True,29.1,15.7,53.3,True,2018,5.0
HAM,Mercedes,30.0,81.074,2.0,312,5.0,MEDIUM,True,1,,,True,29.1,15.7,53.3,True,2018,1.0
RIC,Red Bull Racing,30.0,81.403,3.0,312,32.0,SOFT,False,1,,,True,29.1,15.7,53.3,True,2018,6.0
VET,Ferrari,30.0,81.202,4.0,313,13.0,MEDIUM,True,1,,,True,29.1,15.7,53.3,True,2018,3.0
