Driver,Team,LapNumber,LapTime,Position,Stint,TyreLife,Compound,FreshTyre,TrackStatus,PitInTime,PitOutTime,IsAccurate,TrackTemp,AirTemp,Humidity,Rainfall,Year,StartingPosition
RUS,Mercedes,36.0,84.372,4.0,427,21.0,MEDIUM,True,1,0 days 01:45:44.829000,,False,40.2,24.1,62.0,False,2024,4.0
LEC,Ferrari,36.0,79.907,5.0,428,12.0,MEDIUM,True,1,,,True,40.2,24.1,62.0,False,2024,5.0
SAI,Ferrari,36.0,83.733,6.0,428,21.0,MEDIUM,True,1,0 days 01:45:48.748000,,False,40.2,24.1,62.0,False,2024,6.0
PIA,McLaren,36.0,79.728,7.0,429,15.0,MEDIUM,True,1,,,True,40.2,24.1,62.0,False,2024,9.0
GAS,Alpine,36.0,81.01,8.0,429,22.0,MEDIUM,True,1,,,True,40.2,24.1,62.0,False,2024,7.0
OCO,Alpine,36.0,81.423,9.0,429,23.0,MEDIUM,True,1,,,True,40.2,24.1,62.0,False,2024,8.0
HUL,Haas F1 Team,36.0,81.04,10.0,429,24.0,MEDIUM,True,1,,,True,40.2,24.1,62.0,False,2024,13.0
PER,Red Bull Racing,36.0,78.936,11.0,430,5.0,MEDIUM,True,1,,,True,40.9,24.0,63.0,False,2024,11.0
ZHO,Kick Sauber,36.0,82.152,12.0,430,27.0,MEDIUM,True,1,,,True,40.9,24.0,63.0,False,2024,15.0
STR,Aston Martin,36.0,81.262,13.0,431,20.0,MEDIUM,False,1,,,True,40.9,24.0,63.0,False,2024,14.0
ALO,Aston Martin,36.0,81.028,14.0,432,18.0,MEDIUM,False,1,,,True,40.9,24.0,63.0,False,2024,10.0
RIC,RB,36.0,81.059,15.0,432,20.0,MEDIUM,True,1,,,True,40.9,24.0,63.0,False,2024,18.0
ALB,Williams,36.0,81.479,16.0,433,18.0,SOFT,True,1,,,True,40.9,24.0,63.0,False,2024,20.0
BOT,Kick Sauber,36.0,80.604,17.0,434,8.0,HARD,True,1,,,True,40.9,24.0,63.0,False,2024,12.0
TSU,RB,36.0,82.771,18.0,434,9.0,HARD,True,1,,,True,40.9,24.0,63.0,False,2024,17.0
MAG,Haas F1 Team,36.0,80.48,19.0,435,7.0,HARD,True,1,,,True,40.9,24.0,63.0,False,2024,16.0
SAR,Williams,36.0,80.274,20.0,436,2.0,HARD,True,1,,,True,40.9,24.0,63.0,False,2024,19.0
VER,Red Bull Racing,37.0,79.803,1.0,436,20.0,MEDIUM,True,1,,,True,40.9,24.0,63.0,False,2024,2.0
NOR,McLaren,37.0,79.225,2.0,437,14.0,MEDIUM,True,1,,,True,40.9,24.0,63.0,False,2024,1.0
HAM,Mercedes,37.0,79.404,3.0,437,21.0,MEDIUM,True,1,,,True,40.9,24.0,63.0,False,2024,3.0
LEC,Ferrari,37.0,79.553,4.0,438,13.0,MEDIUM,True,1,,,True,40.9,24.0,63.0,False,2024,5.0
PIA,McLaren,37.0,79.661,5.0,438,16.0,MEDIUM,True,1,,,True,40.9,24.0,63.0,False,2024,9.0
GAS,Alpine,37.0,81.282,6.0,438,23.0,MEDIUM,True,1,,,True,41.5,24.1,62.0,False,2024,7.0
RUS,Mercedes,37.0,99.351,7.0,439,1.0,HARD,True,1,,0 days 01:46:07.602000,False,41.5,24.1,62.0,False,2024,4.0
SAI,Ferrari,37.0,98.592,8.0,440,1.0,HARD,True,1,,0 days 01:46:10.881000,False,41.5,24.1,62.0,False,2024,6.0
HUL,Haas F1 Team,37.0,81.02,9.0,440,25.0,MEDIUM,True,1,,,True,41.5,24.1,62.0,False,2024,13.0
OCO,Alpine,37.0,85.378,10.0,441,24.0,MEDIUM,True,1,0 days 01:47:37.079000,,False,41.5,24.1,62.0,False,2024,8.0
PER,Red Bull Racing,37.0,79.059,11.0,442,6.0,MEDIUM,True,1,,,True,41.5,24.1,62.0,False,2024,11.0
ZHO,Kick Sauber,37.0,81.523,12.0,442,28.0,MEDIUM,True,1,,,True,41.5,24.1,62.0,False,2024,15.0
ALO,Aston Martin,37.0,80.993,13.0,443,19.0,MEDIUM,False,1,,,True,41.5,24.1,62.0,False,2024,10.0
STR,Aston Martin,37.0,85.201,14.0,443,21.0,MEDIUM,False,1,0 days 01:47:49.972000,,False,41.5,24.1,62.0,False,2024,14.0
RIC,RB,37.0,81.14,15.0,444,21.0,MEDIUM,True,1,,,True,41.5,24.1,62.0,False,2024,18.0
ALB,Williams,37.0,81.577,16.0,445,19.0,SOFT,True,1,,,True,41.5,24.1,62.0,False,2024,20.0
BOT,Kick Sauber,37.0,80.815,17.0,446,9.0,HARD,True,1,,,True,41.5,24.1,62.0,False,2024,12.0
TSU,RB,37.0,80.653,18.0,446,10.0,HARD,True,1,,,True,41.5,24.1,62.0,False,2024,17.0
MAG,Haas F1 Team,37.0,80.488,19.0,447,8.0,HARD,True,1,,,True,41.5,24.1,62.0,False,2024,16.0
SAR,Williams,37.0,80.402,20.0,448,3.0,HARD,True,1,,,True,41.5,24.1,62.0,False,2024,19.0
VER,Red Bull Racing,38.0,79.813,1.0,448,21.0,MEDIUM,True,1,,,True,41.5,24.1,62.0,False,2024,2.0
NOR,McLaren,38.0,79.307,2.0,449,15.0,MEDIUM,True,1,,,True,41.5,24.1,62.0,False,2024,1.0
HAM,Mercedes,38.0,79.658,3.0,449,22.0,MEDIUM,True,1,,,True,41.5,24.1,62.0,False,2024,3.0
LEC,Ferrari,38.0,79.64,4.0,450,14.0,MEDIUM,True,1,,,True,41.5,24.1,62.0,False,2024,5.0
PIA,McLaren,38.0,79.785,5.0,450,17.0,MEDIUM,True,1,,,True,41.5,24.1,62.0,False,2024,9.0
RUS,Mercedes,38.0,78.367,6.0,451,2.0,HARD,True,1,,,True,41.5,24.1,62.0,False,2024,4.0
SAI,Ferrari,38.0,78.86,7.0,452,2.0,HARD,True,1,,,True,41.5,24.1,62.0,False,2024,6.0
GAS,Alpine,38.0,85.413,8.0,452,24.0,MEDIUM,True,1,0 days 01:48:49.378000,,False,41.5,24.1,62.0,False,2024,7.0
PER,Red Bull Racing,38.0,79.488,9.0,453,7.0,MEDIUM,True,1,,,True,41.5,24.1,62.0,False,2024,11.0
HUL,Haas F1 Team,38.0,84.542,10.0,453,26.0,MEDIUM,True,1,0 days 01:49:01.084000,,False,41.5,24.1,62.0,False,2024,13.0
ZHO,Kick Sauber,38.0,81.23,11.0,453,29.0,MEDIUM,True,1,,,True,41.5,24.1,62.0,False,2024,15.0
ALO,Aston Martin,38.0,80.536,12.0,454,20.0,MEDIUM,False,1,,,True,41.5,24.1,62.0,False,2024,10.0
RIC,RB,38.0,81.188,13.0,454,22.0,MEDIUM,True,1,,,True,41.5,24.1,62.0,False,2024,18.0
OCO,Alpine,38.0,97.672,14.0,455,1.0,HARD,True,1,,0 days 01:47:59.081000,False,41.5,24.1,62.0,False,2024,8.0
ALB,Williams,38.0,81.737,15.0,455,20.0,SOFT,True,1,,,True,41.2,24.1,61.0,False,2024,20.0
BOT,Kick Sauber,38.0,80.773,16.0,456,10.0,HARD,True,1,,,True,41.2,24.1,61.0,False,2024,12.0
STR,Aston Martin,38.0,100.958,17.0,457,2.0,HARD,False,1,,0 days 01:48:13.366000,False,41.2,24.1,61.0,False,2024,14.0
TSU,RB,38.0,80.849,18.0,457,11.0,HARD,True,1,,,True,41.2,24.1,61.0,False,2024,17.0
MAG,Haas F1 Team,38.0,80.327,19.0,458,9.0,HARD,True,1,,,True,41.2,24.1,61.0,False,2024,16.0
SAR,Williams,38.0,80.172,20.0,459,4.0,HARD,True,1,,,True,41.2,24.1,61.0,False,2024,19.0
VER,Red Bull Racing,39.0,79.669,1.0,459,22.0,MEDIUM,True,1,,,True,41.2,24.1,61.0,False,2024,2.0
NOR,McLaren,39.0,79.215,2.0,460,16.0,MEDIUM,True,1,,,True,41.2,24.1,61.0,False,2024,1.0
HAM,Mercedes,39.0,80.037,3.0,460,23.0,MEDIUM,True,1,,,True,41.2,24.1,61.0,False,2024,3.0
LEC,Ferrari,39.0,79.459,4.0,461,15.0,MEDIUM,True,1,,,True,41.2,24.1,61.0,False,2024,5.0
PIA,McLaren,39.0,79.78,5.0,461,18.0,MEDIUM,True,1,,,True,41.2,24.1,61.0,False,2024,9.0
RUS,Mercedes,39.0,78.964,6.0,462,3.0,HARD,True,1,,,True,41.2,24.1,61.0,False,2024,4.0
SAI,Ferrari,39.0,78.539,7.0,463,3.0,HARD,True,1,,,True,41.2,24.1,61.0,False,2024,6.0
PER,Red Bull Racing,39.0,78.99,8.0,463,8.0,MEDIUM,True,1,,,True,41.2,24.1,61.0,False,2024,11.0
ZHO,Kick Sauber,39.0,81.386,9.0,463,30.0,MEDIUM,True,1,,,True,39.8,24.1,62.0,False,2024,15.0
GAS,Alpine,39.0,97.749,10.0,464,1.0,HARD,True,1,,0 days 01:49:10.993000,False,39.8,24.1,62.0,False,2024,7.0
ALO,Aston Martin,39.0,82.382,11.0,464,21.0,MEDIUM,False,1,,,True,39.8,24.1,62.0,False,2024,10.0
RIC,RB,39.0,82.205,12.0,464,23.0,MEDIUM,True,1,,,True,39.8,24.1,62.0,False,2024,18.0
OCO,Alpine,39.0,81.476,13.0,465,2.0,HARD,True,1,,,True,39.8,24.1,62.0,False,2024,8.0
HUL,Haas F1 Team,39.0,99.454,14.0,466,1.0,HARD,True,1,,0 days 01:49:23.628000,False,39.8,24.1,62.0,False,2024,13.0
ALB,Williams,39.0,82.269,15.0,466,21.0,SOFT,True,1,,,True,39.8,24.1,62.0,False,2024,20.0
BOT,Kick Sauber,39.0,82.774,16.0,467,11.0,HARD,True,1,,,True,39.8,24.1,62.0,False,2024,12.0
STR,Aston Martin,39.0,80.421,17.0,468,3.0,HARD,False,1,,,True,39.8,24.1,62.0,False,2024,14.0
TSU,RB,39.0,81.026,18.0,468,12.0,HARD,True,1,,,True,39.8,24.1,62.0,False,2024,17.0
MAG,Haas F1 Team,39.0,80.62,19.0,469,10.0,HARD,True,1,,,True,39.8,24.1,62.0,False,2024,16.0
SAR,Williams,39.0,80.416,20.0,470,5.0,HARD,True,1,,,True,39.8,24.1,62.0,False,2024,19.0
VER,Red Bull Racing,40.0,80.31,1.0,470,23.0,MEDIUM,True,1,,,True,39.8,24.1,62.0,False,2024,2.0
NOR,McLaren,40.0,79.745,2.0,471,17.0,MEDIUM,True,1,,,True,39.8,24.1,62.0,False,2024,1.0
HAM,Mercedes,40.0,80.032,3.0,471,24.0,MEDIUM,True,1,,,True,39.8,24.1,62.0,False,2024,3.0
LEC,Ferrari,40.0,79.665,4.0,472,16.0,MEDIUM,True,1,,,True,39.8,24.1,62.0,False,2024,5.0
PIA,McLaren,40.0,79.659,5.0,472,19.0,MEDIUM,True,1,,,True,39.8,24.1,62.0,False,2024,9.0
RUS,Mercedes,40.0,79.428,6.0,473,4.0,HARD,True,1,,,True,39.5,24.0,62.0,False,2024,4.0
SAI,Ferrari,40.0,79.184,7.0,474,4.0,HARD,True,1,,,True,39.5,24.0,62.0,False,2024,6.0
PER,Red Bull Racing,40.0,79.367,8.0,474,9.0,MEDIUM,True,1,,,True,39.5,24.0,62.0,False,2024,11.0
GAS,Alpine,40.0,79.539,9.0,475,2.0,HARD,True,1,,,True,39.5,24.0,62.0,False,2024,7.0
ZHO,Kick Sauber,40.0,82.219,10.0,475,31.0,MEDIUM,True,1,,,True,39.5,24.0,62.0,False,2024,15.0
ALO,Aston Martin,40.0,81.113,11.0,476,22.0,MEDIUM,False,1,,,True,39.5,24.0,62.0,False,2024,10.0
OCO,Alpine,40.0,79.592,12.0,477,3.0,HARD,True,1,,,True,39.5,24.0,62.0,False,2024,8.0
RIC,RB,40.0,82.415,13.0,477,24.0,MEDIUM,True,1,,,True,39.5,24.0,62.0,False,2024,18.0
HUL,Haas F1 Team,40.0,80.452,14.0,478,2.0,HARD,True,1,,,True,39.5,24.0,62.0,False,2024,13.0
ALB,Williams,40.0,81.587,15.0,478,22.0,SOFT,True,1,,,True,39.5,24.0,62.0,False,2024,20.0
BOT,Kick Sauber,40.0,81.055,16.0,479,12.0,HARD,True,1,,,True,39.5,24.0,62.0,False,2024,12.0
STR,Aston Martin,40.0,80.289,17.0,480,4.0,HARD,False,1,,,True,39.5,24.0,62.0,False,2024,14.0
TSU,RB,40.0,82.1,18.0,480,13.0,HARD,True,1,,,True,39.5,24.0,62.0,False,2024,17.0
MAG,Haas F1 Team,40.0,81.685,19.0,481,11.0,HARD,True,1,,,True,39.5,24.0,62.0,False,2024,16.0
SAR,Williams,40.0,80.448,20.0,482,6.0,HARD,True,1,,,True,39.7,24.0,64.0,False,2024,19.0
VER,Red Bull Racing,41.0,79.648,1.0,482,24.0,MEDIUM,True,1,,,True,39.5,24.0,62.0,False,2024,2.0
NOR,McLaren,41.0,78.911,2.0,483,18.0,MEDIUM,True,1,,,True,39.5,24.0,62.0,False,2024,1.0
HAM,Mercedes,41.0,79.6,3.0,483,25.0,MEDIUM,True,1,,,True,39.7,24.0,64.0,False,2024,3.0
LEC,Ferrari,41.0,79.662,4.0,484,17.0,MEDIUM,True,1,,,True,39.7,24.0,64.0,False,2024,5.0
PIA,McLaren,41.0,79.622,5.0,484,20.0,MEDIUM,True,1,,,True,39.7,24.0,64.0,False,2024,9.0
RUS,Mercedes,41.0,78.982,6.0,485,5.0,HARD,True,1,,,True,39.7,24.0,64.0,False,2024,4.0
SAI,Ferrari,41.0,78.909,7.0,486,5.0,HARD,True,1,,,True,39.7,24.0,64.0,False,2024,6.0
PER,Red Bull Racing,41.0,79.387,8.0,486,10.0,MEDIUM,True,1,,,True,39.7,24.0,64.0,False,2024,11.0
GAS,Alpine,41.0,80.018,9.0,487,3.0,HARD,True,1,,,True,39.7,24.0,64.0,False,2024,7.0
ALO,Aston Martin,41.0,81.139,10.0,487,23.0,MEDIUM,False,1,,,True,39.7,24.0,64.0,False,2024,10.0
ZHO,Kick Sauber,41.0,85.635,11.0,487,32.0,MEDIUM,True,1,0 days 01:53:14.586000,,False,39.7,24.0,64.0,False,2024,15.0
OCO,Alpine,41.0,79.889,12.0,488,4.0,HARD,True,1,,,True,39.7,24.0,64.0,False,2024,8.0
RIC,RB,41.0,81.54,13.0,488,25.0,MEDIUM,True,1,,,True,39.7,23.9,64.0,False,2024,18.0
HUL,Haas F1 Team,41.0,80.122,14.0,489,3.0,HARD,True,1,,,True,39.7,23.9,64.0,False,2024,13.0
ALB,Williams,41.0,82.155,15.0,489,23.0,SOFT,True,1,,,True,39.7,23.9,64.0,False,2024,20.0
STR,Aston Martin,41.0,80.921,16.0,490,5.0,HARD,False,1,,,True,39.7,23.9,64.0,False,2024,14.0
BOT,Kick Sauber,41.0,84.249,17.0,490,13.0,HARD,True,1,,,True,39.7,23.9,64.0,False,2024,12.0
TSU,RB,41.0,81.475,18.0,490,14.0,HARD,True,1,,,True,39.7,23.9,64.0,False,2024,17.0
MAG,Haas F1 Team,41.0,80.948,19.0,491,12.0,HARD,True,1,,,True,39.7,23.9,64.0,False,2024,16.0
SAR,Williams,41.0,80.747,20.0,492,7.0,HARD,True,1,,,True,39.7,23.9,64.0,False,2024,19.0
VER,Red Bull Racing,42.0,79.92,1.0,492,25.0,MEDIUM,True,1,,,True,39.7,23.9,64.0,False,2024,2.0
NOR,McLaren,42.0,79.511,2.0,493,19.0,MEDIUM,True,1,,,True,39.7,23.9,64.0,False,2024,1.0
HAM,Mercedes,42.0,80.224,3.0,493,26.0,MEDIUM,True,1,,,True,39.7,23.9,64.0,False,2024,3.0
LEC,Ferrari,42.0,79.781,4.0,494,18.0,MEDIUM,True,1,,,True,39.7,23.9,64.0,False,2024,5.0
PIA,McLaren,42.0,79.93,5.0,494,21.0,MEDIUM,True,1,,,True,39.7,23.9,64.0,False,2024,9.0
RUS,Mercedes,42.0,79.033,6.0,495,6.0,HARD,True,1,,,True,39.7,23.9,64.0,False,2024,4.0
SAI,Ferrari,42.0,79.135,7.0,496,6.0,HARD,True,1,,,True,39.7,23.9,64.0,False,2024,6.0
PER,Red Bull Racing,42.0,79.072,8.0,496,11.0,MEDIUM,True,1,,,True,39.7,23.9,64.0,False,2024,11.0
GAS,Alpine,42.0,79.64,9.0,497,4.0,HARD,True,1,,,True,39.5,23.9,63.0,False,2024,7.0
ALO,Aston Martin,42.0,80.537,10.0,497,24.0,MEDIUM,False,1,,,True,39.5,23.9,63.0,False,2024,10.0
OCO,Alpine,42.0,79.705,11.0,498,5.0,HARD,True,1,,,True,39.5,23.9,63.0,False,2024,8.0
HUL,Haas F1 Team,42.0,80.356,12.0,499,4.0,HARD,True,1,,,True,39.5,23.9,63.0,False,2024,13.0
RIC,RB,42.0,84.891,13.0,499,26.0,MEDIUM,True,1,0 days 01:54:44.918000,,False,39.5,23.9,63.0,False,2024,18.0
ALB,Williams,42.0,84.25,14.0,500,24.0,SOFT,True,1,,,True,39.5,23.9,63.0,False,2024,20.0
STR,Aston Martin,42.0,80.926,15.0,501,6.0,HARD,False,1,,,True,39.5,23.9,63.0,False,2024,14.0
BOT,Kick Sauber,42.0,80.477,16.0,501,14.0,HARD,True,1,,,True,39.5,23.9,63.0,False,2024,12.0
ZHO,Kick Sauber,42.0,101.908,17.0,502,1.0,HARD,True,1,,0 days 01:53:38.831000,False,39.5,23.9,63.0,False,2024,15.0
MAG,Haas F1 Team,42.0,80.912,18.0,502,13.0,HARD,True,1,,,True,39.5,23.9,63.0,False,2024,16.0
TSU,RB,42.0,84.313,19.0,502,15.0,HARD,True,1,,,True,39.5,23.9,63.0,False,2024,17.0
SAR,Williams,42.0,82.818,20.0,503,8.0,HARD,True,1,,,True,39.5,23.9,63.0,False,2024,19.0
VER,Red Bull Racing,43.0,80.301,1.0,503,26.0,MEDIUM,True,1,,,True,39.5,23.9,63.0,False,2024,2.0
NOR,McLaren,43.0,79.499,2.0,504,20.0,MEDIUM,True,1,,,True,39.5,23.9,63.0,False,2024,1.0
LEC,Ferrari,43.0,79.981,3.0,505,19.0,MEDIUM,True,1,,,True,39.5,23.9,63.0,False,2024,5.0
HAM,Mercedes,43.0,84.149,4.0,505,27.0,MEDIUM,True,1,0 days 01:55:04.969000,,False,39.5,23.9,63.0,False,2024,3.0
PIA,McLaren,43.0,80.15,5.0,506,22.0,MEDIUM,True,1,,,True,39.5,23.9,63.0,False,2024,9.0
RUS,Mercedes,43.0,79.306,6.0,507,7.0,HARD,True,1,,,True,39.5,23.9,63.0,False,2024,4.0
SAI,Ferrari,43.0,79.157,7.0,508,7.0,HARD,True,1,,,True,39.5,23.9,63.0,False,2024,6.0
PER,Red Bull Racing,43.0,79.48,8.0,508,12.0,MEDIUM,True,1,,,True,39.5,23.9,63.0,False,2024,11.0
GAS,Alpine,43.0,79.825,9.0,509,5.0,HARD,True,1,,,True,39.5,23.9,63.0,False,2024,7.0
ALO,Aston Martin,43.0,80.435,10.0,509,25.0,MEDIUM,False,1,,,True,39.5,23.9,63.0,False,2024,10.0
OCO,Alpine,43.0,79.626,11.0,510,6.0,HARD,True,1,,,True,39.5,23.9,63.0,False,2024,8.0
HUL,Haas F1 Team,43.0,79.023,12.0,511,5.0,HARD,True,1,,,True,39.5,23.9,63.0,False,2024,13.0
STR,Aston Martin,43.0,81.539,13.0,511,7.0,HARD,False,1,,,True,39.5,23.9,63.0,False,2024,14.0
ZHO,Kick Sauber,43.0,78.979,14.0,512,2.0,HARD,True,1,,,True,39.5,23.9,63.0,False,2024,15.0
ALB,Williams,43.0,85.925,15.0,512,25.0,SOFT,True,1,0 days 01:56:17.090000,,False,39.5,23.9,63.0,False,2024,20.0
BOT,Kick Sauber,43.0,82.645,16.0,513,15.0,HARD,True,1,,,True,39.5,23.9,63.0,False,2024,12.0
MAG,Haas F1 Team,43.0,81.033,17.0,514,14.0,HARD,True,1,,,True,40.0,23.9,64.0,False,2024,16.0
TSU,RB,43.0,80.875,18.0,514,16.0,HARD,True,1,,,True,40.0,23.9,64.0,False,2024,17.0
RIC,RB,43.0,101.373,19.0,515,1.0,HARD,True,1,,0 days 01:55:07.058000,False,40.0,23.9,64.0,False,2024,18.0
SAR,Williams,43.0,82.152,20.0,515,9.0,HARD,True,1,,,True,40.0,23.9,64.0,False,2024,19.0
VER,Red Bull Racing,44.0,83.427,1.0,515,27.0,MEDIUM,True,1,0 days 01:56:12.895000,,False,39.5,23.9,63.0,False,2024,2.0
NOR,McLaren,44.0,79.457,2.0,516,21.0,MEDIUM,True,1,,,True,39.5,23.9,63.0,False,2024,1.0
LEC,Ferrari,44.0,80.064,3.0,517,20.0,MEDIUM,True,1,,,True,40.0,23.9,64.0,False,2024,5.0
PIA,McLaren,44.0,79.925,4.0,517,23.0,MEDIUM,True,1,,,True,40.0,23.9,64.0,False,2024,9.0
RUS,Mercedes,44.0,79.019,5.0,518,8.0,HARD,True,1,,,True,40.0,23.9,64.0,False,2024,4.0
SAI,Ferrari,44.0,79.192,6.0,519,8.0,HARD,True,1,,,True,40.0,23.9,64.0,False,2024,6.0
HAM,Mercedes,44.0,96.194,7.0,520,4.0,SOFT,False,1,,0 days 01:55:26.245000,False,40.0,23.9,64.0,False,2024,3.0
PER,Red Bull Racing,44.0,79.617,8.0,520,13.0,MEDIUM,True,1,,,True,40.0,23.9,64.0,False,2024,11.0
GAS,Alpine,44.0,79.618,9.0,521,6.0,HARD,True,1,,,True,40.0,23.9,64.0,False,2024,7.0
ALO,Aston Martin,44.0,80.539,10.0,521,26.0,MEDIUM,False,1,,,True,40.0,23.9,64.0,False,2024,10.0
OCO,Alpine,44.0,79.81,11.0,522,7.0,HARD,True,1,,,True,40.0,23.9,64.0,False,2024,8.0
HUL,Haas F1 Team,44.0,79.532,12.0,523,6.0,HARD,True,1,,,True,41.0,23.8,64.0,False,2024,13.0
ZHO,Kick Sauber,44.0,79.246,13.0,524,3.0,HARD,True,1,,,True,41.0,23.8,64.0,False,2024,15.0
STR,Aston Martin,44.0,81.548,14.0,524,8.0,HARD,False,1,,,True,41.0,23.8,64.0,False,2024,14.0
BOT,Kick Sauber,44.0,81.338,15.0,524,16.0,HARD,True,1,,,True,41.0,23.8,64.0,False,2024,12.0
MAG,Haas F1 Team,44.0,81.124,16.0,525,15.0,HARD,True,1,,,True,41.0,23.8,64.0,False,2024,16.0
RIC,RB,44.0,81.034,17.0,526,2.0,HARD,True,1,,,True,41.0,23.8,64.0,False,2024,18.0
TSU,RB,44.0,86.386,18.0,526,17.0,HARD,True,1,0 days 01:57:49.142000,,False,41.0,23.8,64.0,False,2024,17.0
ALB,Williams,44.0,97.415,19.0,527,1.0,SOFT,True,1,,0 days 01:56:38.873000,False,41.0,23.8,64.0,False,2024,20.0
SAR,Williams,44.0,82.888,20.0,527,10.0,HARD,True,1,,,True,41.0,23.8,64.0,False,2024,19.0
NOR,McLaren,45.0,78.754,1.0,527,22.0,MEDIUM,True,1,,,True,41.0,23.8,64.0,False,2024,1.0
LEC,Ferrari,45.0,79.901,2.0,528,21.0,MEDIUM,True,1,,,True,41.0,23.8,64.0,False,2024,5.0
VER,Red Bull Racing,45.0,97.053,3.0,529,1.0,SOFT,True,1,,0 days 01:56:35.276000,False,41.0,23.8,64.0,False,2024,2.0
PIA,McLaren,45.0,80.667,4.0,529,24.0,MEDIUM,True,1,,,True,41.0,23.8,64.0,False,2024,9.0
RUS,Mercedes,45.0,79.632,5.0,530,9.0,HARD,True,1,,,True,41.0,23.8,64.0,False,2024,4.0
SAI,Ferrari,45.0,79.136,6.0,531,9.0,HARD,True,1,,,True,41.0,23.8,64.0,False,2024,6.0
HAM,Mercedes,45.0,78.759,7.0,532,5.0,SOFT,False,1,,,True,41.0,23.8,64.0,False,2024,3.0
PER,Red Bull Racing,45.0,79.469,8.0,532,14.0,MEDIUM,True,1,,,True,41.0,23.8,64.0,False,2024,11.0
GAS,Alpine,45.0,79.516,9.0,533,7.0,HARD,True,1,,,True,41.1,23.9,64.0,False,2024,7.0
OCO,Alpine,45.0,79.706,10.0,533,8.0,HARD,True,1,,,True,41.1,23.9,64.0,False,2024,8.0
ALO,Aston Martin,45.0,84.032,11.0,533,27.0,MEDIUM,False,1,0 days 01:58:37.626000,,False,41.1,23.9,64.0,False,2024,10.0
HUL,Haas F1 Team,45.0,79.415,12.0,534,7.0,HARD,True,1,,,True,41.1,23.9,64.0,False,2024,13.0
ZHO,Kick Sauber,45.0,79.373,13.0,535,4.0,HARD,True,1,,,True,41.1,23.9,64.0,False,2024,15.0
STR,Aston Martin,45.0,80.288,14.0,535,9.0,HARD,False,1,,,True,41.1,23.9,64.0,False,2024,14.0
BOT,Kick Sauber,45.0,80.81,15.0,535,17.0,HARD,True,1,,,True,41.1,23.9,64.0,False,2024,12.0
MAG,Haas F1 Team,45.0,80.884,16.0,536,16.0,HARD,True,1,,,True,41.1,23.9,64.0,False,2024,16.0
RIC,RB,45.0,82.469,17.0,537,3.0,HARD,True,1,,,True,41.1,23.9,64.0,False,2024,18.0
ALB,Williams,45.0,79.132,18.0,538,2.0,SOFT,True,1,,,True,41.1,23.9,64.0,False,2024,20.0
SAR,Williams,45.0,80.945,19.0,538,11.0,HARD,True,1,,,True,42.5,24.1,62.0,False,2024,19.0
TSU,RB,45.0,101.067,20.0,539,1.0,SOFT,True,1,,0 days 01:58:11.690000,False,42.5,24.1,62.0,False,2024,17.0
NOR,McLaren,46.0,79.419,1.0,539,23.0,MEDIUM,True,1,,,True,41.1,23.9,64.0,False,2024,1.0
LEC,Ferrari,46.0,80.001,2.0,540,22.0,MEDIUM,True,1,,,True,41.1,23.9,64.0,False,2024,5.0
VER,Red Bull Racing,46.0,77.886,3.0,541,2.0,SOFT,True,1,,,True,41.1,23.9,64.0,False,2024,2.0
RUS,Mercedes,46.0,78.291,4.0,541,10.0,HARD,True,1,,,True,41.1,23.9,64.0,False,2024,4.0
HAM,Mercedes,46.0,77.809,5.0,542,6.0,SOFT,False,1,,,True,41.1,23.9,64.0,False,2024,3.0
SAI,Ferrari,46.0,80.032,6.0,542,10.0,HARD,True,1,,,True,42.5,24.1,62.0,False,2024,6.0
PIA,McLaren,46.0,84.084,7.0,542,25.0,MEDIUM,True,1,0 days 01:59:20.559000,,False,42.5,24.1,62.0,False,2024,9.0
PER,Red Bull Racing,46.0,79.406,8.0,543,15.0,MEDIUM,True,1,,,True,42.5,24.1,62.0,False,2024,11.0
GAS,Alpine,46.0,79.441,9.0,544,8.0,HARD,True,1,,,True,42.5,24.1,62.0,False,2024,7.0
OCO,Alpine,46.0,79.525,10.0,544,9.0,HARD,True,1,,,True,42.5,24.1,62.0,False,2024,8.0
HUL,Haas F1 Team,46.0,79.363,11.0,545,8.0,HARD,True,1,,,True,42.5,24.1,62.0,False,2024,13.0
ZHO,Kick Sauber,46.0,79.226,12.0,546,5.0,HARD,True,1,,,True,42.5,24.1,62.0,False,2024,15.0
ALO,Aston Martin,46.0,98.308,13.0,547,2.0,HARD,False,1,,0 days 01:59:00.092000,False,42.5,24.1,62.0,False,2024,10.0
STR,Aston Martin,46.0,80.301,14.0,547,10.0,HARD,False,1,,,True,42.5,24.1,62.0,False,2024,14.0
BOT,Kick Sauber,46.0,80.891,15.0,547,18.0,HARD,True,1,,,True,42.7,24.1,61.0,False,2024,12.0
MAG,Haas F1 Team,46.0,81.131,16.0,548,17.0,HARD,True,1,,,True,42.7,24.1,61.0,False,2024,16.0
RIC,RB,46.0,80.945,17.0,549,4.0,HARD,True,1,,,True,42.7,24.1,61.0,False,2024,18.0
ALB,Williams,46.0,83.125,18.0,550,3.0,SOFT,True,1,,,True,42.7,24.1,61.0,False,2024,20.0
SAR,Williams,46.0,81.041,19.0,550,12.0,HARD,True,1,,,True,42.7,24.1,61.0,False,2024,19.0
TSU,RB,46.0,80.706,20.0,551,2.0,SOFT,True,1,,,True,42.7,24.1,61.0,False,2024,17.0
